City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
2361177,Djibo,BF,14.1022,-1.6306,78.66,12,26,10.25
5486795,Raton,US,36.9034,-104.4391,39.52,88,100,9.22
964420,Port Elizabeth,ZA,-33.918,25.5701,58.41,74,0,10.36
726384,Topolovgrad,BG,42.0833,26.3333,45.64,71,48,3.24
4034551,Faanui,PF,-16.4833,-151.75,80.82,73,28,6.6
2562247,Marsaxlokk,MT,35.8419,14.5431,56.01,94,0,2.3
4021858,Guerrero Negro,MX,27.9769,-114.0611,65.16,59,0,17.36
1529376,Korla,CN,41.7597,86.1469,74.16,21,86,13.13
117656,Salmās,IR,38.1973,44.7653,56.73,71,100,1.39
3049013,Lajoskomárom,HU,46.842,18.3376,49.48,83,100,10.54
5848280,Kapaa,US,22.0752,-159.319,74.52,82,75,14.97
5983720,Iqaluit,CA,63.7506,-68.5145,20.7,92,75,21.85
3355672,Lüderitz,NA,-26.6481,15.1594,54.45,52,0,12.24
6185377,Yellowknife,CA,62.456,-114.3525,30.72,69,20,11.5
2127060,Arman',RU,59.7,150.1667,41.02,56,79,11.79
3424607,Tasiilaq,GL,65.6145,-37.6368,24.96,66,79,2.71
3652764,Puerto Ayora,EC,-0.7393,-90.3518,71.8,92,53,7.05
3366880,Hermanus,ZA,-34.4187,19.2345,58.44,71,82,3.02
2013639,Verkhnevilyuysk,RU,63.4453,120.3167,29.84,79,100,3.53
2112802,Hasaki,JP,35.7333,140.8333,77.4,68,26,7.83
1819729,Hong Kong,HK,22.2855,114.1577,84.6,80,6,8.99
3372707,Ribeira Grande,PT,38.5167,-28.7,58.59,75,16,15.48
358620,Safaga,EG,26.7292,33.9365,75.04,38,0,12.06
5364271,Laguna,US,38.421,-121.4238,64.74,54,0,6.91
986717,Kruisfontein,ZA,-34.0033,24.7314,54.88,79,90,7.76
1244926,Hambantota,LK,6.1241,81.1185,84.72,71,76,2.26
2656405,Banchory,GB,57.0517,-2.4882,42.33,99,100,2.35
4301317,Morehead,US,37.2711,-87.1764,67.86,81,0,5.75
5870133,Nome,US,64.5011,-165.4064,33.87,93,100,9.22
3831208,Qaanaaq,GL,77.484,-69.3632,-0.67,64,61,7.67
2242885,Camabatela,AO,-8.1881,15.375,61.23,96,100,1.61
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,38.21,82,100,15.75
2138555,Poum,NC,-20.2333,164.0167,76.78,73,80,19.37
293842,Kiryat Gat,IL,31.61,34.7642,62.56,75,19,0.94
2126199,Cherskiy,RU,68.75,161.3,27.81,72,100,7.05
1403734,Jām Sāhib,PK,26.2958,68.6292,100.35,14,3,8.72
3883457,Lebu,CL,-37.6167,-73.65,49.82,79,14,5.73
3461022,Irará,BR,-12.05,-38.7667,69.55,96,6,4.45
2126123,Chokurdakh,RU,70.6333,147.9167,12.18,90,57,5.46
2017155,Saskylakh,RU,71.9167,114.0833,12.27,89,91,1.45
686090,Asău,RO,46.4333,26.4,55.94,76,100,1.5
3694586,Mórrope,PE,-6.5417,-80.0111,67.82,83,70,15.03
2110227,Butaritari,KI,3.0707,172.7902,81.9,77,57,13.4
5110365,Broome,US,42.2506,-75.833,56.61,60,0,11.5
5880054,Barrow,US,71.2906,-156.7887,15.82,86,100,11.5
740263,Samsun Province,TR,41.25,36.3333,60.26,52,0,4.61
5546220,Saint George,US,37.1041,-113.5841,62.2,16,0,18.41
233093,Kaabong,UG,3.4836,34.1492,62.76,97,100,2.46
1529484,Kumul,CN,42.8,93.45,67.6,23,11,19.24
2121025,Srednekolymsk,RU,67.45,153.6833,23.52,84,100,14.36
2377457,Nouadhibou,MR,20.931,-17.0347,64.38,88,0,12.66
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,57.61,83,31,10.76
6089245,Norman Wells,CA,65.282,-126.8329,44.64,57,40,6.91
2189343,Kaeo,NZ,-35.1,173.7833,68.32,69,99,8.9
1486340,Yarovoy,RU,52.9273,78.58,41.67,37,31,7.56
1037125,Montepuez,MZ,-13.1256,38.9997,68.36,98,68,0.92
5882953,Aklavik,CA,68.2191,-135.0107,32.85,83,100,5.93
2208248,Kaitangata,NZ,-46.2817,169.8464,53.87,75,78,16.82
1651810,Airai,TL,-8.9266,125.4092,76.59,35,91,3.47
1082243,Ambilobe,MG,-13.2,49.05,74.07,82,17,4.03
5895710,Beamsville,CA,43.1668,-79.4829,49.77,91,100,4.61
1508802,Brodokalmak,RU,55.5748,62.082,54.5,51,100,10.27
2027749,Amursk,RU,50.2261,136.8994,37.09,81,100,5.91
1487164,Veseloyarsk,RU,51.2836,81.1056,42.8,42,88,14.18
1267390,Kavaratti,IN,10.5669,72.642,84.47,70,24,2.3
1295395,Syriam,MM,16.7722,96.2378,89.71,66,75,6.91
6165406,Thompson,CA,55.7435,-97.8558,8.76,61,0,13.8
3139597,Sistranda,NO,63.7256,8.834,40.96,84,100,7.85
6453331,Kristiansund,NO,63.1115,7.732,43.45,75,75,6.91
3844421,Mendoza,AR,-32.8908,-68.8272,71.13,28,0,4.61
2071860,Esperance,AU,-33.8667,121.9,72.05,50,90,7.07
3354071,Oranjemund,NA,-28.55,16.4333,51.73,82,0,10.65
3421193,Paamiut,GL,61.994,-49.6678,29.66,96,100,10.4
53654,Mogadishu,SO,2.0371,45.3438,84.07,79,40,9.22
2399371,Makokou,GA,0.5738,12.8642,68.95,99,91,1.32
479021,Undory,RU,54.6085,48.3928,51.04,95,100,7.81
191675,Kipini,KE,-2.5257,40.5262,82.69,79,100,8.63
4020109,Atuona,PF,-9.8,-139.0333,78.93,74,26,19.51
1489853,Tazovsky,RU,67.4667,78.7,6.03,90,43,4.68
187585,Marsabit,KE,2.3284,37.9899,65.84,80,87,13.96
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,93,0,6.91
1799629,Nanyang,CN,32.9947,112.5328,64.06,93,100,5.5
1262062,Naliya,IN,23.2667,68.8333,87.75,44,0,15.5
3132644,Varhaug,NO,58.6147,5.6457,37.47,73,53,7.09
2434584,Bousso,TD,10.4795,16.7117,86.65,47,98,7.99
4031637,Lavrentiya,RU,65.5833,-171.0,26.94,81,33,4.27
2449893,Tessalit,ML,20.1986,1.0114,72.95,16,0,8.19
2128975,Nemuro,JP,43.3236,145.575,44.35,55,81,15.48
527321,Mezen',RU,65.8522,44.24,29.88,84,62,5.5
2015306,Tiksi,RU,71.6872,128.8694,8.17,90,96,3.76
113659,Tabas,IR,33.5959,56.9244,81.73,21,87,2.82
1630058,Karaton,ID,-6.3424,106.1045,89.58,55,80,5.57
1496511,Novy Urengoy,RU,66.0833,76.6333,14.23,94,88,5.86
1539210,Purpe,RU,64.4803,76.6897,23.36,89,100,5.95
496358,Severnyy,RU,50.677,36.5532,48.24,93,2,2.24
5924351,Clyde River,CA,70.4692,-68.5914,7.03,92,100,6.91
687093,Kozulka,UA,50.0351,23.797,46.6,91,25,8.75
2126682,Bilibino,RU,68.0546,166.4372,23.68,75,79,4.72
6111862,Port Hardy,CA,50.6996,-127.4199,42.98,93,75,4.61
3887127,Iquique,CL,-20.2208,-70.1431,62.64,80,43,3.69
3855065,General Roca,AR,-39.0333,-67.5833,52.63,36,7,35.99
2446796,Bilma,NE,18.6853,12.9164,86.11,9,0,6.13
4031574,Provideniya,RU,64.3833,-173.3,32.11,80,0,8.99
866062,Iskateley,RU,67.6803,53.1512,30.88,94,100,9.35
2063036,Port Lincoln,AU,-34.7333,135.8667,67.42,67,90,15.01
5282297,Bethel,US,41.3712,-73.414,43.34,71,0,0.0
3919998,Cobija,BO,-11.0267,-68.7692,76.3,90,98,0.92
3402648,Carutapera,BR,-1.195,-46.02,74.77,93,4,4.59
1006984,East London,ZA,-33.0153,27.9116,58.14,72,0,12.66
3692020,Nauta,PE,-4.5061,-73.5757,73.18,99,100,2.48
1792592,Tongren,CN,27.7172,109.1853,81.95,67,86,3.98
3361934,Saldanha,ZA,-33.0117,17.9442,56.01,80,0,10.18
3357247,Gobabis,NA,-22.45,18.9667,54.9,68,4,10.47
1855342,Nishihara,JP,26.1842,127.7558,81.32,83,75,12.66
1640902,Kawalu,ID,-7.3817,108.2082,86.11,64,87,4.83
2016216,Sosnovo-Ozerskoye,RU,52.5249,111.5418,36.21,30,100,8.5
3413604,Eyrarbakki,IS,63.863,-21.1481,41.05,81,6,4.76
2177069,Ballina,AU,-28.8667,153.5667,73.06,54,98,14.97
6166739,Timmins,CA,48.4669,-81.3331,51.62,100,100,9.22
2112309,Katsuura,JP,35.1333,140.3,70.32,69,27,6.22
3448903,São João da Barra,BR,-21.6403,-41.0511,74.25,80,99,9.8
986134,Kuruman,ZA,-27.4524,23.4325,44.8,27,0,9.62
3374210,São Filipe,CV,14.8961,-24.4956,74.08,74,8,4.29
3421765,Nanortalik,GL,60.1432,-45.2371,35.6,93,100,9.55
4787534,Sterling,US,39.0062,-77.4286,58.93,74,0,4.0
2629833,Husavik,IS,66.0449,-17.3389,41.76,90,100,1.5
1328421,Pathein,MM,16.7833,94.7333,95.43,43,52,8.46
543494,Kovernino,RU,57.1253,43.8142,48.06,94,100,5.23
2176639,Batemans Bay,AU,-35.7167,150.1833,66.09,62,98,4.72
6111696,Port-Cartier,CA,50.0334,-66.8654,36.75,90,98,5.64
64814,Bandarbeyla,SO,9.4942,50.8122,82.8,67,53,7.43
2015833,Svobodnyy,RU,51.4,128.1333,50.09,16,21,7.2
4845585,Westport,US,41.1415,-73.3579,44.15,70,0,0.0
5122534,Jamestown,US,42.097,-79.2353,71.1,43,0,8.05
1633034,Palu,ID,-0.8917,119.8707,84.02,75,97,1.41
229599,Lyantonde,UG,-0.4031,31.1572,62.01,95,100,1.39
6929460,Panzhihua,CN,26.5851,101.7128,85.89,28,1,1.45
1507745,Choya,RU,52.0108,86.5467,44.64,39,4,3.4
5920381,Chase,CA,50.8165,-119.6857,65.28,77,97,4.0
1337610,Thinadhoo,MV,0.5333,72.9333,84.6,70,100,4.79
5861897,Fairbanks,US,64.8378,-147.7164,49.98,35,0,5.75
3441354,Pando,UY,-34.7167,-55.95,66.29,55,40,9.22
5969025,Haines Junction,CA,60.7522,-137.5108,46.35,42,93,6.91
3932145,Pisco,PE,-13.7,-76.2167,64.45,94,100,2.3
5847411,Kahului,US,20.8947,-156.47,76.6,74,40,23.02
3074614,Ivanovice na Hané,CZ,49.3054,17.0934,44.19,95,98,3.98
3423146,Ilulissat,GL,69.2167,-51.1,26.62,93,100,3.44
2179103,Whitianga,NZ,-36.8333,175.7,65.59,61,53,4.9
2656046,Bedford,GB,52.1346,-0.4663,42.6,90,84,9.55
2094027,Kieta,PG,-6.2167,155.6333,85.77,66,37,4.9
3393536,Olinda,BR,-8.0089,-34.8553,76.73,94,75,4.61
3372783,Ponta Delgada,PT,37.7333,-25.6667,57.92,72,40,12.66
3877918,Ovalle,CL,-30.5983,-71.2003,61.45,78,0,1.97
2109701,Auki,SB,-8.7676,160.7034,85.35,65,50,3.31
2092164,Lorengau,PG,-2.0226,147.2712,85.24,62,92,7.76
4944903,Nantucket,US,41.2835,-70.0995,41.34,73,100,3.44
1688420,Santa,PH,17.486,120.4348,93.02,73,61,11.14
1275050,Burla,IN,21.5,83.8667,97.66,15,11,2.33
2729907,Longyearbyen,SJ,78.2186,15.6401,6.64,66,75,11.5
4946620,Palmer,US,42.1584,-72.3287,42.15,71,0,4.61
4683021,Converse,US,29.518,-98.3161,74.26,84,75,20.71
5866583,Saint Paul Harbor,US,57.79,-152.4072,47.71,61,100,10.36
2979679,Saint-Gilles,FR,43.6766,4.4302,49.28,81,0,4.61
203717,Yangambi,CD,0.8102,24.4336,68.52,95,100,2.42
1849831,Toyooka,JP,35.5333,134.8333,82.45,44,75,3.44
3697441,El Alto,PE,-4.2714,-81.2147,69.03,78,93,10.54
3175096,Laas,IT,46.6166,10.7002,45.48,86,84,3.89
3430863,Mar del Plata,AR,-38.0023,-57.5575,65.88,68,100,12.66
1568574,Qui Nhon,VN,13.7667,109.2333,84.88,71,41,11.27
2381334,Atar,MR,20.5169,-13.0499,72.9,36,0,7.29
2501152,Constantine,DZ,36.365,6.6147,49.41,87,0,3.44
5955902,Fort Nelson,CA,58.8053,-122.7002,49.59,43,40,5.75
1735799,Sri Aman,MY,1.2376,111.4621,87.85,70,40,2.3
3372964,Lagoa,PT,39.05,-27.9833,57.47,75,1,18.81
6138980,Saint-Raymond,CA,45.467,-73.6095,45.03,59,20,14.97
6167817,Torbay,CA,47.6666,-52.7314,36.73,96,100,18.41
2408329,Kabala,SL,9.5833,-11.55,70.27,94,99,3.24
3663142,Novo Aripuanã,BR,-5.1206,-60.3797,73.78,97,67,2.93
3469294,Bonito,BR,-21.1211,-56.4819,73.83,75,8,5.28
934322,Mahébourg,MU,-20.4081,57.7,77.29,69,40,11.5
3126369,Carballo,ES,43.213,-8.691,46.92,94,94,4.14
2441447,Maïné Soroa,NE,13.2114,12.0241,82.13,18,91,5.21
1507390,Dikson,RU,73.5069,80.5464,12.9,91,100,19.57
2647074,Hereford,GB,52.0568,-2.7148,41.88,91,82,9.06
2264557,Ponta do Sol,PT,32.6667,-17.1,63.03,87,100,10.09
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,74.32,72,91,9.78
3666309,Valle de San Juan,CO,4.1987,-75.1173,71.51,92,100,2.17
2027044,Batagay,RU,67.6333,134.6333,23.77,76,100,2.89
286987,Nizwá,OM,22.9333,57.5333,84.43,28,0,3.8
1259385,Port Blair,IN,11.6667,92.75,89.64,66,20,8.05
1649150,Bengkulu,ID,-3.8004,102.2655,84.2,69,86,6.53
2129376,Kushiro,JP,42.975,144.3747,56.35,50,40,18.41
5742974,North Bend,US,43.4065,-124.2243,52.72,88,100,8.05
3356832,Henties Bay,NA,-22.116,14.2845,58.46,84,0,6.8
5851349,Nānākuli,US,21.3906,-158.1547,78.44,57,20,10.36
1644932,Ende,ID,-8.8432,121.6623,87.22,56,100,5.91
2240449,Luanda,AO,-8.8368,13.2343,75.92,85,70,7.38
1261647,Nāwa,IN,27.0167,75.0,95.4,14,0,9.24
3899695,Ancud,CL,-41.8697,-73.8203,46.22,71,64,17.94
780687,Berlevåg,NO,70.8578,29.0864,31.8,84,100,5.17
100926,Umluj,SA,25.0213,37.2685,77.4,42,0,3.18
2214827,Mizdah,LY,31.4451,12.9801,59.0,49,98,9.33
2027244,Bagdarin,RU,54.4333,113.6,38.1,21,100,3.8
1852357,Shimoda,JP,34.6667,138.95,70.16,77,85,4.38
3440034,Tacuarembó,UY,-31.7333,-55.9833,68.16,85,49,12.93
2191562,Dunedin,NZ,-45.8742,170.5036,58.8,59,56,20.0
4470244,Havelock,US,34.8791,-76.9013,65.35,88,0,3.0
3836669,San Rafael,AR,-34.6177,-68.3301,66.92,18,23,8.5
3531391,Cazones de Herrera,MX,20.7167,-97.3167,76.73,89,5,11.56
3467952,Cambuquira,BR,-21.8522,-45.2958,59.05,95,3,4.21
3910758,Mapiri,BO,-15.25,-68.1667,69.66,98,100,0.51
2180815,Tuatapere,NZ,-46.1333,167.6833,53.38,78,82,14.5
1510689,Baykit,RU,61.67,96.37,32.97,65,100,10.29
1049861,Chibuto,MZ,-24.6867,33.5306,66.52,94,0,1.7
2037252,Genhe,CN,50.7833,121.5167,43.45,43,100,10.29
1835848,Seoul,KR,37.5683,126.9778,74.59,53,100,1.88
543246,Kozhva,RU,65.1073,57.0459,29.19,91,100,4.34
2152659,Port Macquarie,AU,-31.4333,152.9167,72.9,53,92,6.51
2258378,Loandjili,CG,-4.7561,11.8578,77.11,94,75,4.61
546105,Nikolskoye,RU,59.7035,30.7861,44.13,98,100,4.63
1650535,Bali,ID,-8.5,115.0,86.23,62,44,10.54
3698390,Chepén,PE,-7.2167,-79.45,70.61,77,77,5.1
1277247,Bānposh,IN,22.25,84.8,103.77,9,3,2.55
709584,Druzhba,UA,52.0428,33.9453,45.64,83,2,8.1
6324729,Halifax,CA,44.6453,-63.5724,38.75,81,99,15.01
50814,Wajid,SO,3.8093,43.2471,76.5,78,65,10.89
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,53,35,31.07
1692364,Puro,PH,12.4841,123.3827,86.18,69,90,8.12
779330,Kautokeino,NO,69.0125,23.0412,30.36,98,100,2.24
3839307,Rawson,AR,-43.3002,-65.1023,54.54,36,1,34.52
186180,Moyale,KE,3.5167,39.0584,69.51,78,75,3.06
1489656,Teya,RU,60.3778,92.6267,30.51,73,100,6.73
1106643,Quatre Cocos,MU,-20.2078,57.7625,79.09,73,28,15.9
3454061,Peruíbe,BR,-24.32,-46.9983,71.29,93,93,8.01
4920986,Griffith,US,41.5284,-87.4237,60.13,59,75,8.05
3537840,Santa Cruz del Sur,CU,20.7147,-77.9956,74.61,81,100,14.52
236901,Ouadda,CF,8.0777,22.4007,69.37,92,99,5.28
217834,Bukama,CD,-9.2,25.85,68.67,97,91,1.57
2070998,Geraldton,AU,-28.7667,114.6,82.81,30,88,14.97
6096551,Pangnirtung,CA,66.1451,-65.7125,22.23,95,100,5.61
2121385,Severo-Kuril'sk,RU,50.6789,156.125,33.98,94,90,1.99
3628473,San Cristobal,VE,7.7669,-72.225,68.18,98,97,1.52
6113406,Prince Rupert,CA,54.3161,-130.3201,46.49,76,100,10.36
1254046,Tura,IN,25.5198,90.2201,85.55,58,19,7.11
2319257,Wamba,NG,8.9333,8.6,74.61,78,100,3.06
583472,Alakurtti,RU,66.9672,30.3491,36.72,98,100,2.17
2065594,Mount Isa,AU,-20.7333,139.5,71.37,100,100,5.75
2450849,Sokolo,ML,14.7328,-6.1219,82.22,17,74,10.69
4791259,Virginia Beach,US,36.8529,-75.978,65.95,79,0,3.44
2206854,Gisborne,NZ,-38.6533,178.0042,60.19,77,85,5.5
3450057,Santa Maria do Suaçuí,BR,-18.1903,-42.4142,65.71,93,2,1.7
933995,Souillac,MU,-20.5167,57.5167,77.38,69,40,11.5
4033356,Tiarei,PF,-17.5333,-149.3333,80.62,70,28,6.55
2171099,Codrington,AU,-38.2667,141.9667,69.84,44,97,5.03
5886182,Antigonish,CA,45.6169,-61.9986,34.45,95,100,3.0
2094746,Kandrian,PG,-6.2167,149.55,86.5,62,43,5.28
490554,Sorochinsk,RU,52.4338,53.1583,52.41,75,100,8.9
4034496,Fare,PF,-16.7,-151.0167,80.69,72,21,5.3
3382160,Cayenne,GF,4.9333,-52.3333,81.09,1,20,4.0
3421319,Nuuk,GL,64.1835,-51.7216,29.01,100,100,5.75
2935022,Dresden,DE,51.0509,13.7383,46.8,97,75,6.91
2161515,Kiama,AU,-34.6833,150.8667,67.6,81,100,7.0
743439,Keşan,TR,40.8558,26.6303,53.53,73,41,1.07
1528998,Yumen,CN,40.2833,97.2,62.22,32,64,18.34
1858910,Komatsu,JP,36.4026,136.4509,69.78,68,75,12.66
2082539,Merauke,ID,-8.4667,140.3333,81.95,77,96,2.15
3395981,Maceió,BR,-9.6658,-35.7353,74.64,94,40,3.44
2167426,Emerald,AU,-23.5333,148.1667,68.14,88,100,11.5
3688451,Buenaventura,CO,3.8801,-77.0312,74.97,94,97,1.5
3761194,Miraflores,MX,19.2167,-98.8083,59.41,65,86,8.21
1185251,Lālmohan,BD,22.3384,90.7419,87.75,70,13,11.54
2634739,Warrington,GB,53.3925,-2.5802,39.74,83,9,5.75
3391889,Pitimbu,BR,-7.4706,-34.8086,75.79,82,75,7.45
3592086,Ocós,GT,14.5094,-92.1933,78.98,68,2,3.74
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,46,20,13.42
933416,Manyana,BW,-23.4,21.7167,58.78,42,67,8.68
1255619,Srīvardhan,IN,18.0333,73.0167,92.3,41,14,9.84
1808931,Hangu,CN,39.2489,117.7892,73.44,60,100,9.93
2122389,Ossora,RU,59.2353,163.0719,32.27,95,100,20.92
2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,59.13,82,40,4.61
3440777,Rocha,UY,-34.4833,-54.3333,63.68,53,1,13.58
2246606,Pout,SN,14.7739,-17.0603,75.96,41,0,19.57
2156643,Mount Gambier,AU,-37.8333,140.7667,70.75,41,100,3.38
3421719,Narsaq,GL,60.9167,-46.05,37.62,90,100,1.23
3464008,Esmeraldas,BR,-19.7625,-44.3139,74.26,78,68,5.08
2039557,Khasan,RU,42.4308,130.6434,53.42,63,0,8.72
1015694,Breyten,ZA,-26.3018,29.987,52.34,81,89,2.21
2124611,Kholodnyy,RU,62.7167,147.95,24.37,60,96,4.65
2165478,Gladstone,AU,-23.85,151.25,75.13,64,40,20.71
5380437,Pacific Grove,US,36.6177,-121.9166,52.54,84,0,11.5
3899539,Antofagasta,CL,-23.65,-70.4,58.28,82,39,3.27
87205,Darnah,LY,32.767,22.6367,59.22,80,86,8.34
2178753,Kirakira,SB,-10.4544,161.9205,83.48,74,97,3.44
1526168,Arys,KZ,42.4252,68.795,58.87,44,0,2.24
2216645,Hūn,LY,29.1268,15.9477,62.13,44,52,7.23
2037494,Erdaojiang,CN,41.7764,126.0319,70.75,58,100,13.82
4362001,Mayo,US,38.8876,-76.5119,55.45,82,0,8.05
5062292,Valley City,US,46.9233,-98.0032,27.12,93,100,31.07
1257431,Sangāreddi,IN,17.6294,78.0917,97.12,24,69,1.88
3625710,Upata,VE,8.0086,-62.3989,75.16,80,100,4.85
136256,Dezful,IR,32.3811,48.4058,74.16,39,100,1.79
2173911,Broken Hill,AU,-31.95,141.4333,73.11,46,75,13.8
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,43.86,80,4,9.64
1263564,Marakkanam,IN,12.2,79.95,88.02,62,6,10.31
5866063,Kenai,US,60.5544,-151.2583,41.81,79,100,8.05
2028164,Deputatsky,RU,69.3,139.9,13.77,84,100,4.21
3445026,Vila Velha,BR,-20.3297,-40.2925,76.95,88,75,13.8
3533462,Acapulco de Juárez,MX,16.8634,-99.8901,80.42,78,20,5.75
3420768,Qasigiannguit,GL,68.8193,-51.1922,26.85,97,94,1.97
2427336,Moussoro,TD,13.6408,16.4901,86.11,19,100,5.32
2527087,Tiznit Province,MA,29.5833,-9.5,52.74,91,87,4.45
500886,Rtishchevo,RU,52.2604,43.7874,52.03,79,94,10.22
2123814,Leningradskiy,RU,69.3833,178.4167,24.3,86,97,3.94
1636426,Manggar,ID,-2.8833,108.2667,87.67,65,53,8.03
3832899,Viedma,AR,-40.8135,-62.9967,59.52,36,90,22.95
2012956,Yerbogachën,RU,61.2767,108.0108,32.27,58,100,9.51
2635427,Trowbridge,GB,51.3189,-2.2086,41.58,92,31,10.25
3346015,Sumbe,AO,-11.2061,13.8437,76.64,85,99,5.12
3837056,San Luis,AR,-33.295,-66.3356,67.46,65,0,14.54
6050610,Laval,CA,45.57,-73.692,44.71,60,20,14.97
462522,Zimovniki,RU,47.1483,42.4633,54.32,70,1,7.94
1056899,Sambava,MG,-14.2667,50.1667,74.84,87,98,9.08
2077895,Alice Springs,AU,-23.7,133.8833,69.35,68,100,6.91
1490796,Strezhevoy,RU,60.7333,77.5889,33.58,99,100,7.23
2134814,Sola,VU,-13.8833,167.55,80.91,72,96,5.26
2304548,Anloga,GH,5.7947,0.8973,81.68,81,100,8.34
2641598,Newport,GB,51.5877,-2.9984,43.54,84,49,13.38
3472284,Anastácio,BR,-20.4836,-55.8069,74.61,83,26,5.14
1650213,Banjarmasin,ID,-3.3244,114.591,86.14,57,74,2.01
3141667,Roald,NO,62.5833,6.1333,43.11,81,75,13.8
2084442,Vanimo,PG,-2.6741,141.3028,84.22,72,100,7.02
3149492,Korgen,NO,66.0771,13.8153,39.74,99,100,4.94
5387494,Ridgecrest,US,35.6225,-117.6709,65.37,15,0,3.0
6355222,Yulara,AU,-25.2406,130.9889,76.71,37,28,2.98
4513583,Hamilton,US,39.1834,-84.5333,70.86,60,0,9.22
2186377,Murchison,NZ,-41.8,172.3333,62.49,59,5,3.11
881164,Shurugwi,ZW,-19.6702,30.0059,56.82,83,2,1.28
3695465,Huallanca,PE,-9.8993,-76.9417,43.36,95,94,3.62
546282,Kologriv,RU,58.8275,44.3178,39.43,79,100,6.58
2381972,Adrar,MR,20.5022,-10.0711,68.92,37,0,9.42
2033135,Zhengjiatun,CN,43.5064,123.5064,76.33,41,4,21.45
